web-scraper-order,web-scraper-start-url,category-selector,category-selector-href,list-selector,list-selector-href,people-selector,people-selector-href,height,weight,image-src
"1588813835-2886","https://wiki.d-addicts.com/Category:HKArtist","HKActress","https://wiki.d-addicts.com/Category:HKActress","M","https://wiki.d-addicts.com/index.php?title=Category:HKActress&from=M","Ma Ching Yi","https://wiki.d-addicts.com/Ma_Ching_Yi","null","null","/images/2/27/MaChingYi.jpg"
"1588816137-5314","https://wiki.d-addicts.com/Category:HKArtist","HKActor","https://wiki.d-addicts.com/Category:HKActor","L","https://wiki.d-addicts.com/index.php?title=Category:HKActor&from=L","Lee Tsi Kei","https://wiki.d-addicts.com/Lee_Tsi_Kei","null","null","/images/2/2e/LeeTsiKei.jpg"
"1588815574-4823","https://wiki.d-addicts.com/Category:HKArtist","HKActor","https://wiki.d-addicts.com/Category:HKActor","T","https://wiki.d-addicts.com/index.php?title=Category:HKActor&from=T","Tats Lau","https://wiki.d-addicts.com/Tats_Lau","null","null","/images/b/b3/TatsLau.JPG"
"1588812866-1706","https://wiki.d-addicts.com/Category:HKArtist","HKProducer","https://wiki.d-addicts.com/Category:HKProducer","L","https://wiki.d-addicts.com/index.php?title=Category:HKProducer&from=L","Leung Choi Yuen","https://wiki.d-addicts.com/Leung_Choi_Yuen","null","null","/images/2/23/LeungChoiYuen.jpg"
"1588814897-4144","https://wiki.d-addicts.com/Category:HKArtist","HKActress","https://wiki.d-addicts.com/Category:HKActress","C","https://wiki.d-addicts.com/index.php?title=Category:HKActress&from=C","Candy Chu","https://wiki.d-addicts.com/Candy_Chu","163","47","/images/3/39/CandyChu.jpg"
"1588816297-5471","https://wiki.d-addicts.com/Category:HKArtist","HKActor","https://wiki.d-addicts.com/Category:HKActor","K","https://wiki.d-addicts.com/index.php?title=Category:HKActor&from=K","Kwan Hoi San","https://wiki.d-addicts.com/Kwan_Hoi_San","165","45","/images/c/cf/KwanHoiSan.jpg"
"1588814382-3563","https://wiki.d-addicts.com/Category:HKArtist","HKActress","https://wiki.d-addicts.com/Category:HKActress","I","https://wiki.d-addicts.com/index.php?title=Category:HKActress&from=I","Idy Chan","https://wiki.d-addicts.com/Idy_Chan","null","null","/images/c/cb/IdyChan.jpg"
"1588814997-4261","https://wiki.d-addicts.com/Category:HKArtist","HKActress","https://wiki.d-addicts.com/Category:HKActress","A","https://wiki.d-addicts.com/index.php?title=Category:HKActress&from=A","Apple Lo","https://wiki.d-addicts.com/Apple_Lo","null","null","/images/6/62/HaPing.JPG"
"1588816099-5275","https://wiki.d-addicts.com/Category:HKArtist","HKActor","https://wiki.d-addicts.com/Category:HKActor","L","https://wiki.d-addicts.com/index.php?title=Category:HKActor&from=L","Liu Wai Hung","https://wiki.d-addicts.com/Liu_Wai_Hung","null","null","/images/f/f7/LiuWaiHung.jpg"
"1588814161-3299","https://wiki.d-addicts.com/Category:HKArtist","HKActress","https://wiki.d-addicts.com/Category:HKActress","K","https://wiki.d-addicts.com/index.php?title=Category:HKActress&from=K","Kate Yeung","https://wiki.d-addicts.com/Kate_Yeung","170","54","/images/b/be/Kateyeung.jpg"
