web-scraper-order,web-scraper-start-url,category-selector,category-selector-href,list-selector,list-selector-href,people-selector,people-selector-href,height,weight,image-src
"1588820875-8930","https://wiki.d-addicts.com/Category:JArtist","JActress","https://wiki.d-addicts.com/Category:JActress","K","https://wiki.d-addicts.com/index.php?title=Category:JActress&from=K","Kamata Erena","https://wiki.d-addicts.com/Kamata_Erena","null","null","/images/thumb/b/b9/Kamata_Erena.jpg/200px-Kamata_Erena.jpg"
"1588822365-9860","https://wiki.d-addicts.com/Category:JArtist","JActress","https://wiki.d-addicts.com/Category:JActress","F","https://wiki.d-addicts.com/index.php?title=Category:JActress&from=F","Fujisawa Karin","https://wiki.d-addicts.com/Fujisawa_Karin","167","43","/images/a/ae/Akane-Kanazawa.jpg"
"1588816832-5959","https://wiki.d-addicts.com/Category:JArtist","JActress","https://wiki.d-addicts.com/Category:JActress","Y","https://wiki.d-addicts.com/index.php?title=Category:JActress&from=Y","Yasu Megumi","https://wiki.d-addicts.com/Yasu_Megumi","158","null","/images/5/53/YasuMegumi.jpg"
"1588823286-10465","https://wiki.d-addicts.com/Category:JArtist","JActor","https://wiki.d-addicts.com/Category:JActor","Y","https://wiki.d-addicts.com/index.php?title=Category:JActor&from=Y","Yanagi Shuntaro","https://wiki.d-addicts.com/Yanagi_Shuntaro","null","null","/images/thumb/b/b2/Yanagishuntaro.jpg/260px-Yanagishuntaro.jpg"
"1588812192-904","https://wiki.d-addicts.com/Category:JArtist","JWriter","https://wiki.d-addicts.com/Category:JWriter","H","https://wiki.d-addicts.com/index.php?title=Category:JWriter&from=H","Hattori Taihei","https://wiki.d-addicts.com/Hattori_Taihei","null","null","/images/f/f6/Hattori_Taihei.jpg"
"1588814409-3603","https://wiki.d-addicts.com/Category:JArtist","JSinger","https://wiki.d-addicts.com/Category:JSinger","I","https://wiki.d-addicts.com/index.php?title=Category:JSinger&from=I","Iijima Naoko","https://wiki.d-addicts.com/Iijima_Naoko","166","null","/images/7/7b/IijimaNaoko.jpg"
"1588811739-358","https://wiki.d-addicts.com/Category:JArtist","JWriter","https://wiki.d-addicts.com/Category:JWriter","O","https://wiki.d-addicts.com/index.php?title=Category:JWriter&from=O","Okazaki Satoko","https://wiki.d-addicts.com/Okazaki_Satoko","null","null",""
"1588812622-1435","https://wiki.d-addicts.com/Category:JArtist","JSinger","https://wiki.d-addicts.com/Category:JSinger","U","https://wiki.d-addicts.com/index.php?title=Category:JSinger&from=U","Uchida Yuki","https://wiki.d-addicts.com/Uchida_Yuki","165","47","/images/2/2b/Uchida_yuki.jpg"
"1588828503-14411","https://wiki.d-addicts.com/Category:JArtist","JActor","https://wiki.d-addicts.com/Category:JActor","F","https://wiki.d-addicts.com/index.php?title=Category:JActor&from=F","Fukuda Narushi","https://wiki.d-addicts.com/Fukuda_Narushi","null","null",""
"1588824866-11567","https://wiki.d-addicts.com/Category:JArtist","JActor","https://wiki.d-addicts.com/Category:JActor","S","https://wiki.d-addicts.com/index.php?title=Category:JActor&from=S","Sato Takumi","https://wiki.d-addicts.com/Sato_Takumi","null","null","/images/thumb/d/de/Satotakumi.jpg/200px-Satotakumi.jpg"
"1588814281-3423","https://wiki.d-addicts.com/Category:JArtist","JSinger","https://wiki.d-addicts.com/Category:JSinger","I","https://wiki.d-addicts.com/index.php?title=Category:JSinger&from=I","Izumi Pinko","https://wiki.d-addicts.com/Izumi_Pinko","154","null","/images/thumb/d/d1/IzumiPinko.jpg/200px-IzumiPinko.jpg"
