web-scraper-order,web-scraper-start-url,category-selector,category-selector-href,people,people-href,height,weight,image-src
"1588812337-1083","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Hye Ryung","https://wiki.d-addicts.com/Hye_Ryung","165","46","/images/a/ab/Hye_Ryung.jpg"
"1588811827-470","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Jean Lee","https://wiki.d-addicts.com/Jean_Lee","168","48","/images/d/df/JeanLi.jpg"
"1588812525-1321","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Han Hae Bin","https://wiki.d-addicts.com/Han_Hae_Bin","169","null","/images/thumb/2/23/Han_Hae_Bin.jpg/301px-Han_Hae_Bin.jpg"
"1588813471-2430","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Hamazaki Takashi","https://wiki.d-addicts.com/Hamazaki_Takashi","null","null","/images/f/fd/Hamazaki_Takashi.jpg"
"1588814316-3472","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Grace Wong","https://wiki.d-addicts.com/Grace_Wong","168","50","/images/thumb/2/20/Grace_Wong.jpg/300px-Grace_Wong.jpg"
"1588814558-3760","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Andrew Yuen","https://wiki.d-addicts.com/Andrew_Yuen","188","82","/images/d/d5/Yuenmangit.jpg"
"1588812786-1628","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Choi Sung Min (1995)","https://wiki.d-addicts.com/Choi_Sung_Min_(1995)","178","56","/images/thumb/3/35/Choi_Sung_Min_1995.jpg/300px-Choi_Sung_Min_1995.jpg"
"1588815502-4748","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Chen Xiang","https://wiki.d-addicts.com/Chen_Xiang","176","55","/images/f/fe/ChenXiang.jpg"
"1588814228-3366","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Jordan Chan","https://wiki.d-addicts.com/Jordan_Chan","178","69","/images/d/d7/Jordanchan.jpg"
"1588813982-3070","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Race Wong","https://wiki.d-addicts.com/Race_Wong","160","42","/images/d/db/Racewong.png"
"1588813952-3021","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Ronald Cheng","https://wiki.d-addicts.com/Ronald_Cheng","null","null","/images/5/5d/RonaldCheng.jpg"
"1588814573-3772","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Amy Chan","https://wiki.d-addicts.com/Amy_Chan","163","48","/images/thumb/f/fb/Amychan.jpg/200px-Amychan.jpg"
"1588811628-194","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Nicky Lee","https://wiki.d-addicts.com/Nicky_Lee","177","74","/images/2/29/Nickylee.jpg"
"1588815533-4778","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Cai Wen Jing","https://wiki.d-addicts.com/Cai_Wen_Jing","165","45","/images/7/7b/CaiWenJing.JPG"
"1588812040-734","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Chang Yun Jing","https://wiki.d-addicts.com/Chang_Yun_Jing","165","52","/images/0/09/Jing3.jpg"
"1588813743-2754","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Chinen Rina","https://wiki.d-addicts.com/Chinen_Rina","162","48","/images/thumb/a/a5/ChinenRina.jpg/300px-ChinenRina.jpg"
"1588812948-1792","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Byun Baek Hyun","https://wiki.d-addicts.com/Byun_Baek_Hyun","174","58","/images/thumb/f/fa/Baekhyunjpg.jpeg/200px-Baekhyunjpg.jpeg"
"1588813940-3001","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Sammi Cheng","https://wiki.d-addicts.com/Sammi_Cheng","168","null","/images/thumb/0/01/Sammi_Cheng.jpg/300px-Sammi_Cheng.jpg"
"1588815189-4441","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Jiang Shan","https://wiki.d-addicts.com/Jiang_Shan","166","50","/images/8/87/JiangShan.jpg"
"1588811908-571","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Gino","https://wiki.d-addicts.com/Gino","179","68","/images/thumb/b/b8/Gino2.jpg/300px-Gino2.jpg"
"1588813870-2924","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Aihara Yu","https://wiki.d-addicts.com/Aihara_Yu","156","null","/images/b/bc/Top_aihara.jpg"
"1588813109-1985","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Izutsu Akio","https://wiki.d-addicts.com/Izutsu_Akio","null","null",""
"1588813300-2228","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Ichikawa Jun","https://wiki.d-addicts.com/Ichikawa_Jun","null","null","/images/0/07/Ichikawa_Jun.jpg"
"1588813984-3075","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Pinky Cheung","https://wiki.d-addicts.com/Pinky_Cheung","168","49","/images/e/ee/Pinkycheung.jpg"
"1588813850-2900","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Akimoto Sayaka","https://wiki.d-addicts.com/Akimoto_Sayaka","166","null","/images/thumb/8/84/Akimoto_sayaka_profile.jpg/230px-Akimoto_sayaka_profile.jpg"
"1588813746-2758","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Chiaki Naomi","https://wiki.d-addicts.com/Chiaki_Naomi","null","null","/images/thumb/1/1d/Chiaki_Naomi-headshot.jpg/200px-Chiaki_Naomi-headshot.jpg"
"1588811851-505","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Jade Chu","https://wiki.d-addicts.com/Jade_Chu","160","44","/images/thumb/e/e8/7f-xj.jpg/250px-7f-xj.jpg"
"1588811562-76","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Sylvia Wang","https://wiki.d-addicts.com/Sylvia_Wang","170","47","/images/9/98/Qiuer.jpg"
"1588813930-2990","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Sammy Hung","https://wiki.d-addicts.com/Sammy_Hung","181","68","/images/6/6d/Sammyhung.jpg"
"1588812497-1295","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Han Kyung Il","https://wiki.d-addicts.com/Han_Kyung_Il","177","65","/images/3/3f/Han_Kyung_Il.jpg"
"1588812327-1068","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Hyo Rin","https://wiki.d-addicts.com/Hyo_Rin","null","null","/images/e/e6/Hyorin.jpg"
"1588813966-3044","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Raymond Lam","https://wiki.d-addicts.com/Raymond_Lam","180","70","/images/e/e7/RaymondLam.jpg"
"1588814276-3418","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Janet Chow","https://wiki.d-addicts.com/Janet_Chow","167","46","/images/7/71/Janet_Chow.jpg"
"1588814918-4182","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Nathan Lee","https://wiki.d-addicts.com/Nathan_Lee","180","64","/images/e/e1/Li_Cheng_Xuan.jpg"
"1588813962-3037","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Renee Lee","https://wiki.d-addicts.com/Renee_Lee","167","45","/images/8/8b/Renee_Lee.jpg"
"1588813246-2163","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Ikuta Erika","https://wiki.d-addicts.com/Ikuta_Erika","160","null","/images/thumb/4/43/Ikuta_Erika.jpg/160px-Ikuta_Erika.jpg"
"1588814268-3407","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Jaycee Chan","https://wiki.d-addicts.com/Jaycee_Chan","178","null","/images/2/2e/JayceeChan.jpg"
"1588812129-814","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Angelica Lee","https://wiki.d-addicts.com/Angelica_Lee","163","46","/images/9/9b/20061114162701a19dd-1-.jpg"
"1588814490-3690","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Cecilia Fong","https://wiki.d-addicts.com/Cecilia_Fong","null","null","/images/4/49/Cecilia_Fong.jpg"
"1588814327-3491","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Gallen Lo","https://wiki.d-addicts.com/Gallen_Lo","181","null","/images/4/42/GallenLo.jpg"
"1588815334-4579","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Han Hong","https://wiki.d-addicts.com/Han_Hong","168","null","/images/c/c5/HanHong.jpg"
"1588815013-4275","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Liu Xi Jun","https://wiki.d-addicts.com/Liu_Xi_Jun","null","null","/images/thumb/e/ef/Liu_Xi_Jun.jpg/250px-Liu_Xi_Jun.jpg"
"1588812059-751","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Bonnie Yu","https://wiki.d-addicts.com/Bonnie_Yu","168","48","/images/d/d9/Bonnie_Yu.jpg"
"1588813465-2424","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Hanawa","https://wiki.d-addicts.com/Hanawa","175","73","/images/b/be/Hanawa.jpg"
"1588811971-662","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Ella Chen","https://wiki.d-addicts.com/Ella_Chen","163","51","/images/f/f9/Ella_Chen_Headshot.jpg"
"1588815539-4783","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Bibi Zhou","https://wiki.d-addicts.com/Bibi_Zhou","null","null","/images/thumb/8/8d/Bibi_Zhou.jpeg/300px-Bibi_Zhou.jpeg"
"1588811603-151","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Richie Jen","https://wiki.d-addicts.com/Richie_Jen","177","70","/images/f/f7/RichieJen.jpg"
"1588813814-2857","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Anne","https://wiki.d-addicts.com/Anne","174","null","/images/d/d8/Anne.jpg"
"1588813312-2242","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Hosono Yumiko","https://wiki.d-addicts.com/Hosono_Yumiko","154","null","/images/8/8d/Hosono_yumiko.jpg"
"1588812540-1339","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Ham Eun Jung","https://wiki.d-addicts.com/Ham_Eun_Jung","167","47","/images/f/fd/Ham_Eun_Jung.jpg"
"1588812441-1212","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Hong Dong Pyo","https://wiki.d-addicts.com/Hong_Dong_Pyo","null","null","/images/0/01/Hong_dong_pyo.jpg"
"1588814245-3384","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Joe Tay","https://wiki.d-addicts.com/Joe_Tay","null","null","/images/5/58/JoeTay.JPG"
"1588811570-91","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Singger Liu","https://wiki.d-addicts.com/Singger_Liu","null","null","/images/c/c8/SinggerLiu.jpg"
"1588814387-3571","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Elaine Ho","https://wiki.d-addicts.com/Elaine_Ho","null","null","/images/d/dd/ElaineHo.jpg"
"1588815096-4356","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Li Xi Rui","https://wiki.d-addicts.com/Li_Xi_Rui","170","null","/images/thumb/d/d4/Lixirui.jpeg/250px-Lixirui.jpeg"
"1588813827-2877","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Amano Hironari","https://wiki.d-addicts.com/Amano_Hironari","180","null","/images/8/8e/AmanoHironari1.jpg"
"1588813646-2641","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Fujishige Masataka","https://wiki.d-addicts.com/Fujishige_Masataka","null","null","/images/7/76/Fujishige_Masataka.jpg"
"1588812959-1803","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","BrotherSu","https://wiki.d-addicts.com/BrotherSu","null","null","/images/thumb/7/75/BrotherSu.jpg/300px-BrotherSu.jpg"
"1588811996-693","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Dee Hsu","https://wiki.d-addicts.com/Dee_Hsu","158","44","/images/thumb/b/b6/DeeHsu.jpg/300px-DeeHsu.jpg"
"1588811880-541","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Harlem Yu","https://wiki.d-addicts.com/Harlem_Yu","175","65","/images/0/0d/Harlem.jpg"
"1588813781-2806","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Aso Natsuko","https://wiki.d-addicts.com/Aso_Natsuko","162","null","/images/e/e3/Asonatsuko.jpg"
"1588811824-465","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Jerry Huang","https://wiki.d-addicts.com/Jerry_Huang","193","84","/images/b/be/JerryHuang.jpg"
"1588814044-3149","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Mimi Lo","https://wiki.d-addicts.com/Mimi_Lo","167","null","/images/thumb/b/b6/Mimilo.jpg/175px-Mimilo.jpg"
"1588814222-3359","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Joyce Cheng","https://wiki.d-addicts.com/Joyce_Cheng","170","null","/images/9/9f/JoyceCheng.jpg"
"1588812595-1405","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Gong Bo Kyung","https://wiki.d-addicts.com/Gong_Bo_Kyung","null","null","/images/thumb/b/bb/Gong_Bo_Kyung.jpg/300px-Gong_Bo_Kyung.jpg"
"1588814329-3492","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Gabriel Harrison","https://wiki.d-addicts.com/Gabriel_Harrison","173","66","/images/1/1c/GabrielHarrison.jpg"
"1588812464-1255","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Harisu","https://wiki.d-addicts.com/Harisu","168","48","/images/3/34/Harisu.jpg"
"1588814840-4075","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Shun Wen Qi","https://wiki.d-addicts.com/Shun_Wen_Qi","181","null","/images/0/06/ShunWenQi.jpg"
"1588811636-207","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Mini Tsai","https://wiki.d-addicts.com/Mini_Tsai","158","46","/images/thumb/b/b3/Mini_Tsai.jpg/170px-Mini_Tsai.jpg"
"1588813049-1914","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Alex","https://wiki.d-addicts.com/Alex","172","61","/images/9/9a/Alex_chu.jpg"
"1588815105-4361","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Li Wen Han","https://wiki.d-addicts.com/Li_Wen_Han","null","null","/images/thumb/9/9f/Li_Wen_Han.jpeg/300px-Li_Wen_Han.jpeg"
"1588812866-1705","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Choi Jin Hyuk","https://wiki.d-addicts.com/Choi_Jin_Hyuk","186","80","/images/3/32/ChoiJinHyuk.jpg"
"1588811816-454","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Jessica Song","https://wiki.d-addicts.com/Jessica_Song","168","null","/images/7/74/Songxinni.jpg"
"1588812195-909","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","A Di","https://wiki.d-addicts.com/A_Di","178","65","/images/a/a9/Adi.jpg"
"1588812485-1280","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Han Soo Ji","https://wiki.d-addicts.com/Han_Soo_Ji","null","null","/images/thumb/c/c2/Han_Soo_Ji.jpg/230px-Han_Soo_Ji.jpg"
"1588812113-799","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Ariel Lin","https://wiki.d-addicts.com/Ariel_Lin","162","44","/images/2/22/Ariel_Lin.jpg"
"1588814339-3511","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Fiona Fung","https://wiki.d-addicts.com/Fiona_Fung","null","null","/images/4/43/Fiona_Fung.jpg"
"1588812823-1664","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Choi Min Soo","https://wiki.d-addicts.com/Choi_Min_Soo","178","72","/images/9/9d/Choi_Min_Soo.jpg"
"1588813872-2927","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Aida Shoko","https://wiki.d-addicts.com/Aida_Shoko","160","null","/images/f/fe/Aida_Shoko.jpg"
"1588815520-4766","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Chen Kun","https://wiki.d-addicts.com/Chen_Kun","176","65","/images/3/3c/ChenKun.jpg"
"1588812015-709","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Cyndi Wang","https://wiki.d-addicts.com/Cyndi_Wang","158","41","/images/1/10/Cyndiwang.jpg"
"1588813642-2637","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Fujishiro Sumire","https://wiki.d-addicts.com/Fujishiro_Sumire","156","null","/images/thumb/a/ab/Fujishirosumire.jpg/200px-Fujishirosumire.jpg"
"1588811744-367","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Julian Yang","https://wiki.d-addicts.com/Julian_Yang","178","65","/images/c/c3/Yang_Shi_Xuan.jpg"
"1588813838-2890","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Akiyama Miki","https://wiki.d-addicts.com/Akiyama_Miki","null","null","/images/c/cd/Akiyamamiki.jpg"
"1588811897-557","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Guo Shu Yao","https://wiki.d-addicts.com/Guo_Shu_Yao","155","null","/images/thumb/5/56/Guo_shu_yao.jpg/300px-Guo_shu_yao.jpg"
"1588813678-2675","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Fujii Ryusei","https://wiki.d-addicts.com/Fujii_Ryusei","null","null","/images/d/d9/Fujii-ryusei.jpg"
"1588813108-1984","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Jake Shimabukuro","https://wiki.d-addicts.com/Jake_Shimabukuro","null","null","/images/f/fc/Jake_Shimabukuro.jpg"
"1588814379-3557","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Ella Koon","https://wiki.d-addicts.com/Ella_Koon","168","49","/images/7/7a/Ella_Koon.jpg"
"1588814391-3574","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Edwin Siu","https://wiki.d-addicts.com/Edwin_Siu","180","68","/images/f/f6/EdwinSiu.jpg"
"1588812146-837","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","An Jun Can","https://wiki.d-addicts.com/An_Jun_Can","184","69","/images/1/1e/AnJunCan.jpg"
"1588811680-277","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Lin Zi Hong","https://wiki.d-addicts.com/Lin_Zi_Hong","181","65","/images/thumb/d/db/ZiHong.jpg/220px-ZiHong.jpg"
"1588815386-4631","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","GAI","https://wiki.d-addicts.com/GAI","null","null","/images/thumb/0/06/GAI.jpg/300px-GAI.jpg"
"1588814333-3500","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Frankie Lam","https://wiki.d-addicts.com/Frankie_Lam","179","68","/images/5/5d/FrankieLam.jpg"
"1588813026-1882","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Bae Ki Sung","https://wiki.d-addicts.com/Bae_Ki_Sung","175","76","/images/1/10/Bae_Ki_Sung.jpg"
"1588812160-859","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Alyssa Chia","https://wiki.d-addicts.com/Alyssa_Chia","160","46","/images/7/7c/AlyssaChia.JPG"
"1588815437-4676","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Du Chun","https://wiki.d-addicts.com/Du_Chun","178","65","/images/3/3a/DuChun.jpg"
"1588814389-3572","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Ekin Cheng","https://wiki.d-addicts.com/Ekin_Cheng","179","65","/images/8/8a/EkinCheng-headshot.jpg"
"1588811684-282","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Lin Ying Zhen","https://wiki.d-addicts.com/Lin_Ying_Zhen","161","44","/images/d/d1/DaYuan.jpg"
"1588815073-4334","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Li Yi Tong (1995)","https://wiki.d-addicts.com/Li_Yi_Tong_(1995)","null","null","/images/0/0c/Li_Yi_Tong_%281995%29.jpeg"
"1588812730-1565","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Da Ni","https://wiki.d-addicts.com/Da_Ni","null","null","/images/f/fa/Dani.jpg"
"1588811558-69","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Tangerine Wong","https://wiki.d-addicts.com/Tangerine_Wong","null","null","/images/thumb/b/b2/Wanlanyin.jpg/150px-Wanlanyin.jpg"
"1588812812-1659","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Choi Soo Eun","https://wiki.d-addicts.com/Choi_Soo_Eun","170","null","/images/thumb/d/d4/Choisooeun.jpg/300px-Choisooeun.jpg"
"1588813437-2392","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Haru","https://wiki.d-addicts.com/Haru","164","null","/images/thumb/6/6d/Haru_1.jpg/260px-Haru_1.jpg"
"1588812236-960","https://wiki.d-addicts.com/Category:Singers","SGSinger","https://wiki.d-addicts.com/Category:SGSinger","Phyllis Quek","https://wiki.d-addicts.com/Phyllis_Quek","168","46","/images/thumb/e/e3/Phyllis_Quek.jpg/200px-Phyllis_Quek.jpg"
"1588813017-1871","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Baek Ga","https://wiki.d-addicts.com/Baek_Ga","186","74","/images/3/3d/Baek_Ga.jpg"
"1588814845-4082","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Shi Wen Bin","https://wiki.d-addicts.com/Shi_Wen_Bin","174","null","/images/a/a0/BenC.jpg"
"1588813633-2630","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Fujita Rei","https://wiki.d-addicts.com/Fujita_Rei","179","63","/images/f/fd/Fujita_Rei.jpg"
"1588812856-1692","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Choi Jong Hoon","https://wiki.d-addicts.com/Choi_Jong_Hoon","null","null","/images/thumb/c/cd/Choi_Jong_Hoon.jpg/300px-Choi_Jong_Hoon.jpg"
"1588815491-4739","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Chen You Wei","https://wiki.d-addicts.com/Chen_You_Wei","null","null","/images/d/dd/Chen_You_Wei.jpeg"
"1588814750-3978","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Tia Ray","https://wiki.d-addicts.com/Tia_Ray","null","null","/images/3/32/Tia_Ray.png"
"1588812578-1388","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Goo Joon Yup","https://wiki.d-addicts.com/Goo_Joon_Yup","178","68","/images/1/1f/GooJoonYup.jpg"
"1588814283-3425","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Jackie Chan","https://wiki.d-addicts.com/Jackie_Chan","173","65","/images/e/e4/JackieChan.png"
"1588813357-2303","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Honjyo Yunano","https://wiki.d-addicts.com/Honjyo_Yunano","168","null","/images/thumb/0/0a/Honjyo_Yunano.jpg/300px-Honjyo_Yunano.jpg"
"1588813551-2521","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Gackt","https://wiki.d-addicts.com/Gackt","180","60","/images/thumb/7/74/Gackt2.jpg/300px-Gackt2.jpg"
"1588813169-2063","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Ishida Hikari","https://wiki.d-addicts.com/Ishida_Hikari","160","45","/images/0/0d/Ishidahikari.jpg"
"1588814071-3181","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Max Mok","https://wiki.d-addicts.com/Max_Mok","null","null","/images/0/0f/MaxMok.jpg"
