web-scraper-order,web-scraper-start-url,category-selector,category-selector-href,people,people-href,height,weight,image-src
"1588813113-1992","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Izumi Rika","https://wiki.d-addicts.com/Izumi_Rika","166","44","/images/6/62/Izumi_rika.jpg"
"1588813115-1995","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Izumi Pinko","https://wiki.d-addicts.com/Izumi_Pinko","154","null","/images/thumb/d/d1/IzumiPinko.jpg/200px-IzumiPinko.jpg"
"1588815136-4387","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Li Fang Ding","https://wiki.d-addicts.com/Li_Fang_Ding","167","42","/images/thumb/8/8e/Li_Fang_Ding.jpg/300px-Li_Fang_Ding.jpg"
"1588812017-712","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Cyndi Chao","https://wiki.d-addicts.com/Cyndi_Chao","158","48","/images/4/48/Cyndichaw.jpg"
"1588814929-4200","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Mao Ning","https://wiki.d-addicts.com/Mao_Ning","180","70","/images/2/21/MaoNing.jpg"
"1588813348-2291","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Hori Chiemi","https://wiki.d-addicts.com/Hori_Chiemi","159","null","/images/thumb/a/af/Hori_Chiemi.jpg/200px-Hori_Chiemi.jpg"
"1588811626-191","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Nicky Wu","https://wiki.d-addicts.com/Nicky_Wu","173","65","/images/b/be/NickyWu.jpg"
"1588815464-4705","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Cui Zi Ge","https://wiki.d-addicts.com/Cui_Zi_Ge","null","null","/images/thumb/f/f4/Cui_Zi_Ge.jpg/300px-Cui_Zi_Ge.jpg"
"1588814987-4254","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Liu Zi Wei","https://wiki.d-addicts.com/Liu_Zi_Wei","null","null","/images/a/a9/LiuZiWei.jpg"
"1588812879-1722","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Chae Young In","https://wiki.d-addicts.com/Chae_Young_In","170","47","/images/f/ff/ChaeYoungIn.jpg"
"1588813847-2898","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Akina","https://wiki.d-addicts.com/Akina","152","39","/images/a/ad/Akina22.jpg"
"1588813505-2471","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Hagiya Keigo","https://wiki.d-addicts.com/Hagiya_Keigo","null","null","/images/e/eb/Hagiya-keigo.png"
"1588814447-3651","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Cheung Ying Choi","https://wiki.d-addicts.com/Cheung_Ying_Choi","null","null","/images/c/ca/CheungYingChoi.jpg"
"1588814399-3587","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Eddie Ng","https://wiki.d-addicts.com/Eddie_Ng","null","null","/images/f/f0/EddieNg.jpg"
"1588812714-1541","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Deeno","https://wiki.d-addicts.com/Deeno","null","null","/images/b/b6/Deeno.jpg"
"1588812459-1247","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Henry","https://wiki.d-addicts.com/Henry","178","63","/images/thumb/5/59/HenryLau.jpg/300px-HenryLau.jpg"
"1588812930-1778","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Cao Lu","https://wiki.d-addicts.com/Cao_Lu","164","51","/images/thumb/9/9f/Cao_Lu.jpg/300px-Cao_Lu.jpg"
"1588814668-3880","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Wu Jian Fei","https://wiki.d-addicts.com/Wu_Jian_Fei","180","64","/images/3/34/WuJianFei.jpg"
"1588813956-3028","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Roger Kwok","https://wiki.d-addicts.com/Roger_Kwok","178","67","/images/1/15/Roger_Kwok.jpg"
"1588815117-4372","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Li Qi","https://wiki.d-addicts.com/Li_Qi","null","null","/images/2/2d/Li_Qi.jpeg"
"1588814310-3462","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Hacken Lee","https://wiki.d-addicts.com/Hacken_Lee","173","58","/images/4/4d/Hacken_Lee.jpg"
"1588812971-1815","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Bona","https://wiki.d-addicts.com/Bona","163","null","/images/thumb/f/f1/Bona.jpg/300px-Bona.jpg"
"1588813043-1909","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","ALi","https://wiki.d-addicts.com/ALi","null","null","/images/d/da/Ali.jpg"
"1588812188-898","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Ady An","https://wiki.d-addicts.com/Ady_An","165","43","/images/e/ee/AdyAn.jpg"
"1588812927-1775","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Cha Eun Woo","https://wiki.d-addicts.com/Cha_Eun_Woo","183","64","/images/thumb/9/9b/Cha_Eun_Woo.jpg/220px-Cha_Eun_Woo.jpg"
"1588815034-4295","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Liu Cheng Rui","https://wiki.d-addicts.com/Liu_Cheng_Rui","181","64","/images/thumb/2/2a/Liu_Cheng_Rui.png/200px-Liu_Cheng_Rui.png"
"1588812548-1348","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Ha Yun Soo","https://wiki.d-addicts.com/Ha_Yun_Soo","163","42","/images/c/cb/Ha_yun_soo.jpg"
"1588811631-200","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Nicholas Teo","https://wiki.d-addicts.com/Nicholas_Teo","178","62","/images/a/a4/Nicteo.jpg"
"1588811930-602","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Fang Wu","https://wiki.d-addicts.com/Fang_Wu","163","45","/images/thumb/d/de/Fang_Wu.jpg/200px-Fang_Wu.jpg"
"1588812164-866","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Allen Yang","https://wiki.d-addicts.com/Allen_Yang","180","70","/images/e/ed/Allenyang.jpg"
"1588813267-2188","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Iida Kaori","https://wiki.d-addicts.com/Iida_Kaori","168","49","/images/1/17/Iida-Kaori.jpg"
"1588812021-717","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Claire Kuo","https://wiki.d-addicts.com/Claire_Kuo","160","46","/images/thumb/b/b8/Claire_Kuo.jpg/200px-Claire_Kuo.jpg"
"1588811676-270","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Linda Liao","https://wiki.d-addicts.com/Linda_Liao","168","42","/images/c/ce/Lindaliao.jpg"
"1588812665-1481","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Eun Hyuk","https://wiki.d-addicts.com/Eun_Hyuk","177","58","/images/1/18/EunHyuk.jpg"
"1588813705-2707","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Endo Koji","https://wiki.d-addicts.com/Endo_Koji","null","null","/images/thumb/b/bb/Endokoji.jpg/300px-Endokoji.jpg"
"1588812818-1662","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Choi Shi Won","https://wiki.d-addicts.com/Choi_Shi_Won","183","67","/images/thumb/a/a0/Siwon.JPG/220px-Siwon.JPG"
"1588812388-1140","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Hwan Hee","https://wiki.d-addicts.com/Hwan_Hee","177","58","/images/thumb/9/92/HwanHee.jpg/201px-HwanHee.jpg"
"1588813788-2817","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Asami Yuma","https://wiki.d-addicts.com/Asami_Yuma","158","null","/images/e/e1/Yuma_asami.jpg"
"1588813720-2725","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Doi Hironori","https://wiki.d-addicts.com/Doi_Hironori","null","null",""
"1588815381-4625","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Gao Han Yu","https://wiki.d-addicts.com/Gao_Han_Yu","180","61","/images/2/24/Gaohanyu.jpeg"
"1588814252-3389","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Joe Ma","https://wiki.d-addicts.com/Joe_Ma","185","87","/images/3/33/JoeMa-headshot.jpg"
"1588811832-479","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Jason Zeng","https://wiki.d-addicts.com/Jason_Zeng","176","65","/images/d/d9/Jasonzeng.jpg"
"1588814300-3446","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Irene Wan","https://wiki.d-addicts.com/Irene_Wan","164","47","/images/6/6d/IreneWan.jpg"
"1588811940-614","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Evan Yo","https://wiki.d-addicts.com/Evan_Yo","177","68","/images/6/63/EvanYo.jpg"
"1588813111-1988","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Izumiya Shigeru","https://wiki.d-addicts.com/Izumiya_Shigeru","170","65","/images/2/29/IzumiyaShigeru.jpg"
"1588812933-1780","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Byun Yo Han","https://wiki.d-addicts.com/Byun_Yo_Han","176","null","/images/thumb/8/86/Byunyohan.jpg/300px-Byunyohan.jpg"
"1588812246-970","https://wiki.d-addicts.com/Category:Singers","SGSinger","https://wiki.d-addicts.com/Category:SGSinger","Ng Chee Yang","https://wiki.d-addicts.com/Ng_Chee_Yang","168","58","/images/thumb/2/28/NgCheeYang.jpg/200px-NgCheeYang.jpg"
"1588815302-4546","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","He Jiong","https://wiki.d-addicts.com/He_Jiong","172","50","/images/f/f0/HeJiong.jpg"
"1588814377-3556","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Elvina Kong","https://wiki.d-addicts.com/Elvina_Kong","168","null","/images/5/58/ElvinaKong.jpg"
"1588813936-2996","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Sammul Chan","https://wiki.d-addicts.com/Sammul_Chan","183","68","/images/7/77/SammulChan.jpg"
"1588813080-1949","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Kamenashi Kazuya","https://wiki.d-addicts.com/Kamenashi_Kazuya","172","54","/images/thumb/5/54/Kamenashi-Kazuya-p2.jpg/300px-Kamenashi-Kazuya-p2.jpg"
"1588815571-4818","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Bai Xu Xu","https://wiki.d-addicts.com/Bai_Xu_Xu","186","81","/images/b/ba/BaiXuXu.jpg"
"1588812417-1176","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Horan","https://wiki.d-addicts.com/Horan","null","null","/images/6/6d/Horan.jpg"
"1588815112-4367","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Li Sheng","https://wiki.d-addicts.com/Li_Sheng","162","45","/images/e/e1/LiSheng.jpg"
"1588815163-4413","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Ju Wen Pei","https://wiki.d-addicts.com/Ju_Wen_Pei","170","45","/images/f/fd/JuWenPei.jpg"
"1588814208-3345","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Karena Lam","https://wiki.d-addicts.com/Karena_Lam","162","48","/images/thumb/d/d0/Ljx.jpg/300px-Ljx.jpg"
"1588813178-2071","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Ishida Ayumi","https://wiki.d-addicts.com/Ishida_Ayumi","163","null","/images/5/51/Ishida_Ayumi-headshot.jpg"
"1588815396-4641","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Feng Jun Jie","https://wiki.d-addicts.com/Feng_Jun_Jie","null","null","/images/c/ca/Feng_Jun_Jie.jpg"
"1588813762-2779","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Ban Daisuke","https://wiki.d-addicts.com/Ban_Daisuke","null","null","/images/5/5e/Ban_Daisuke-headshot.jpg"
"1588815296-4540","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","He Luo Luo","https://wiki.d-addicts.com/He_Luo_Luo","null","null","/images/2/22/He_Luo_Luo.jpeg"
"1588811594-136","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Ruby Siu","https://wiki.d-addicts.com/Ruby_Siu","169","47","/images/thumb/1/1d/XiaoXiao.jpg/300px-XiaoXiao.jpg"
"1588812877-1718","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Chang Jo","https://wiki.d-addicts.com/Chang_Jo","179","58","/images/thumb/9/93/Chang_Jo.jpg/300px-Chang_Jo.jpg"
"1588812035-727","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Chen Qiao En","https://wiki.d-addicts.com/Chen_Qiao_En","164","47","/images/b/bd/JoeChen.jpg"
"1588811612-165","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Rachel Liang","https://wiki.d-addicts.com/Rachel_Liang","155","48","/images/thumb/4/41/Rachel_Liang.jpg/230px-Rachel_Liang.jpg"
"1588814527-3733","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Baby Bo","https://wiki.d-addicts.com/Baby_Bo","163","44.5","/images/thumb/2/2f/BabyBo.jpg/170px-BabyBo.jpg"
"1588812291-1023","https://wiki.d-addicts.com/Category:Singers","SGSinger","https://wiki.d-addicts.com/Category:SGSinger","Fann Wong","https://wiki.d-addicts.com/Fann_Wong","171","50","/images/3/3f/FannWong.jpg"
"1588813330-2266","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Hoshino Mari","https://wiki.d-addicts.com/Hoshino_Mari","156","null","/images/thumb/b/b4/HoshinoMari.jpg/200px-HoshinoMari.jpg"
"1588814921-4187","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Mickey He","https://wiki.d-addicts.com/Mickey_He","176","65","/images/9/9d/MickeyHe.jpg"
"1588814065-3172","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","May Kwong","https://wiki.d-addicts.com/May_Kwong","163","45","/images/9/99/May_Kwong.jpg"
"1588814437-3639","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Cindy Au","https://wiki.d-addicts.com/Cindy_Au","160","null","/images/e/ef/Cindyau.jpg"
"1588813324-2259","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Hoshino Minami","https://wiki.d-addicts.com/Hoshino_Minami","152","null","/images/thumb/b/bd/Hoshino_Minami.jpg/175px-Hoshino_Minami.jpg"
"1588814288-3430","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Jack Wu","https://wiki.d-addicts.com/Jack_Wu","173","61","/images/8/80/JackWu.jpg"
"1588811914-581","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Genie Chuo","https://wiki.d-addicts.com/Genie_Chuo","158","42","/images/f/f2/GenieChuo.jpg"
"1588813602-2580","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Fukuyama Masaharu","https://wiki.d-addicts.com/Fukuyama_Masaharu","180","64","/images/4/4f/FukuyamaMasaharu.jpg"
"1588811954-635","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Esther Liu","https://wiki.d-addicts.com/Esther_Liu","166","50","/images/thumb/7/72/Esther.jpg/300px-Esther.jpg"
"1588813536-2502","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Goto Maki","https://wiki.d-addicts.com/Goto_Maki","159","43","/images/3/37/Goto_Maki-headshot.jpg"
"1588812963-1806","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Brian Joo","https://wiki.d-addicts.com/Brian_Joo","172","60","/images/thumb/4/4c/Brian_Joo.png/250px-Brian_Joo.png"
"1588813583-2558","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Furukawa Yuta","https://wiki.d-addicts.com/Furukawa_Yuta","181","59","/images/2/2a/FurukawaYuuta_.jpg"
"1588812767-1606","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Choi Yoo Jung (1999)","https://wiki.d-addicts.com/Choi_Yoo_Jung_(1999)","159","44","/images/thumb/d/d5/Choi_Yoo_Jung_%281999%29.jpg/300px-Choi_Yoo_Jung_%281999%29.jpg"
"1588813393-2337","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Hinata Toshifumi","https://wiki.d-addicts.com/Hinata_Toshifumi","null","null",""
"1588812832-1672","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Choi Min (1987)","https://wiki.d-addicts.com/Choi_Min_(1987)","185","70","/images/1/1e/Choi_Min_Sung.jpg"
"1588812134-822","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Angel Hong","https://wiki.d-addicts.com/Angel_Hong","165","48","/images/6/69/Hongshi.png"
"1588813616-2605","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Fukikoshi Mitsuru","https://wiki.d-addicts.com/Fukikoshi_Mitsuru","null","null","/images/8/86/FukikoshiMitsuru.jpg"
"1588814308-3460","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Halina Tam","https://wiki.d-addicts.com/Halina_Tam","170","52",""
"1588813482-2443","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Hamano Kenta","https://wiki.d-addicts.com/Hamano_Kenta","157","null","/images/thumb/8/8f/Hamano_Kenta.jpg/170px-Hamano_Kenta.jpg"
"1588811706-312","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Kris Shen","https://wiki.d-addicts.com/Kris_Shen","null","null","/images/6/66/Krisshen.jpg"
"1588813612-2595","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Fukuda Saki","https://wiki.d-addicts.com/Fukuda_Saki","156","null","/images/f/f1/Fukuda_Saki.jpg"
"1588813275-2198","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Igari Soya","https://wiki.d-addicts.com/Igari_Soya","null","null","/images/thumb/1/14/Igari_Soya_headshot_2018.png/230px-Igari_Soya_headshot_2018.png"
"1588812401-1155","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Huh Young Ji","https://wiki.d-addicts.com/Huh_Young_Ji","166","49","/images/thumb/5/5b/Heoyoungji.jpg/230px-Heoyoungji.jpg"
"1588812937-1782","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Byun Seung Mi","https://wiki.d-addicts.com/Byun_Seung_Mi","null","null","/images/5/5f/Byun_Seung_Mi.jpg"
"1588812355-1106","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Hwang Ji Hyun","https://wiki.d-addicts.com/Hwang_Ji_Hyun","172","48","/images/thumb/a/ae/Hwang_Ji_Hyun.jpg/200px-Hwang_Ji_Hyun.jpg"
"1588814783-4015","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Tan Jian Ci","https://wiki.d-addicts.com/Tan_Jian_Ci","null","null","/images/1/13/Tanjianci.jpeg"
"1588811695-298","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Lara Veronin","https://wiki.d-addicts.com/Lara_Veronin","156","44","/images/c/cd/Lara.jpg"
"1588814414-3609","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Denise Ho","https://wiki.d-addicts.com/Denise_Ho","166","null","/images/3/31/DeniseHo.jpg"
"1588812755-1592","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Chung Lim","https://wiki.d-addicts.com/Chung_Lim","184","74","/images/d/d4/Chung_Lim.jpg"
"1588813025-1878","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Bae Seul Gi","https://wiki.d-addicts.com/Bae_Seul_Gi","168","48","/images/e/ea/Bae_Seul_Ki.jpg"
"1588811750-374","https://wiki.d-addicts.com/Category:Singers","TWSinger","https://wiki.d-addicts.com/Category:TWSinger","Judy Zhou","https://wiki.d-addicts.com/Judy_Zhou","181","72","/images/6/60/Judy_Chou.jpg"
"1588814324-3485","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Gigi Lai","https://wiki.d-addicts.com/Gigi_Lai","165","50","/images/thumb/d/d8/GigiLai.jpg/300px-GigiLai.jpg"
"1588815290-4535","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Hei Zi","https://wiki.d-addicts.com/Hei_Zi","178","85","/images/d/de/HeiZi.jpg"
"1588815064-4326","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Li Ze Wei","https://wiki.d-addicts.com/Li_Ze_Wei","null","null","/images/b/b8/LiZeWei.jpg"
"1588813085-1957","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Kahara Tomomi","https://wiki.d-addicts.com/Kahara_Tomomi","160","43","/images/a/a5/Kahara222.jpg"
"1588815443-4682","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Dong Xuan","https://wiki.d-addicts.com/Dong_Xuan","170","50","/images/a/a6/Dong_Xuan.jpg"
"1588812792-1635","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Choi Sung Joon","https://wiki.d-addicts.com/Choi_Sung_Joon","184","73","/images/a/aa/ChoiSungJoon.jpg"
"1588815327-4570","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Han Lei","https://wiki.d-addicts.com/Han_Lei","null","null","/images/e/ee/HanLei.jpg"
"1588812888-1734","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Chae So Young","https://wiki.d-addicts.com/Chae_So_Young","170","49","/images/thumb/9/98/Chae_So_Young.jpg/300px-Chae_So_Young.jpg"
"1588814729-3946","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Wang Li (singer)","https://wiki.d-addicts.com/Wang_Li_(singer)","null","null","/images/2/2d/WangLi.jpg"
"1588814593-3795","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Alice Lau","https://wiki.d-addicts.com/Alice_Lau","null","null","/images/9/9d/Alicelau.jpg"
"1588814411-3605","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Derek Kwok","https://wiki.d-addicts.com/Derek_Kwok","175","75","/images/7/71/DerekKwok.jpg"
"1588813065-1935","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Ahn Jae Mo","https://wiki.d-addicts.com/Ahn_Jae_Mo","177","64","/images/9/9b/Ahn_Jae_Mo.jpg"
"1588812772-1611","https://wiki.d-addicts.com/Category:Singers","KSinger","https://wiki.d-addicts.com/Category:KSinger","Choi Won Young","https://wiki.d-addicts.com/Choi_Won_Young","183","73","/images/5/58/Choi_Won_Young.jpg"
"1588814036-3141","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Monie Tung","https://wiki.d-addicts.com/Monie_Tung","165","49","/images/9/9e/Monietung.png"
"1588815481-4726","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Cheng Xiao","https://wiki.d-addicts.com/Cheng_Xiao","167","null","/images/thumb/e/e1/Cheng_Xiao.jpeg/300px-Cheng_Xiao.jpeg"
"1588813672-2670","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Fujiki Naohito","https://wiki.d-addicts.com/Fujiki_Naohito","180","65","/images/thumb/e/e4/FujikiNaohito.jpg/300px-FujikiNaohito.jpg"
"1588814185-3321","https://wiki.d-addicts.com/Category:Singers","HKSinger","https://wiki.d-addicts.com/Category:HKSinger","Kenneth Chan","https://wiki.d-addicts.com/Kenneth_Chan","181","80","/images/thumb/8/8a/Chankaitai.jpg/300px-Chankaitai.jpg"
"1588813858-2910","https://wiki.d-addicts.com/Category:Singers","JSinger","https://wiki.d-addicts.com/Category:JSinger","Akimoto Manatsu","https://wiki.d-addicts.com/Akimoto_Manatsu","156","null","/images/thumb/d/db/Akimoto_Manatsu.jpg/175px-Akimoto_Manatsu.jpg"
"1588815401-4645","https://wiki.d-addicts.com/Category:Singers","CSinger","https://wiki.d-addicts.com/Category:CSinger","Fan Fan","https://wiki.d-addicts.com/Fan_Fan","176","null","/images/d/d1/FanFan.jpg"
